,mbta_part_number,description,mfg,mfg_itm_id
19786,04392017,CLAMP EXHAUST TURBO,UNIVERSAL,G1017194
19787,04392021,"SHROUD,WHEEL-TURBOCH ARGER INTER.",POWER PROD,5149173
19788,04392026,"GASKET, ELBOW, TURBO CHARGER AFTERCOOLER",POWER PROD,5145581
19789,04392029,BOLT-7/16-14 X 5 1/4 TURBOCHRGR 25/BX,POWER PROD,187425
19790,04392029,BOLT-7/16-14 X 5 1/4 TURBOCHRGR 25/BX,POWER PROD,187425
19791,04392030,BOLT-7/16-14 X 4 1/4 WATER PUMP 50/BX,POWER PROD,186292
19792,04392031,"BRACKET, THROTTLE DE LAY",POWER PROD,8921131
19793,04392032,SNAP RING-TURBOCHARG ER,POWER PROD,5198049
19794,04392035,"RING-SEAL, TURBOCHAR GER INTERMEDIATE",POWER PROD,5198936
19795,04392036,CLAMP-TURBOCHARGER COMPRESSOR HSG.,N.E.D.D.,23505492
19796,04392036,CLAMP-TURBOCHARGER COMPRESSOR HSG.,RG RAY,010525-001
19797,04392037,NUT-TURBINE SHAFT,POWER PROD,8925752
19798,04392040,PIN 3/32''DIA.X1/4'' L GROOVE TURBOCHARGER INTERM.,POWER PROD,5199620
19799,04392041,VALVE CHECK THROTTLE DELAY,POWER PROD,5103296
19800,04392042,LINK THROTTLE DELAY VALVE,POWER PROD,5102829
19801,04392043,PISTON THROTTLE DELAY VALVE,POWER PROD,5101835
19802,04392046,THERMOSTAT ASSY. 180 DEGREES,GENERIC,5102651 SUPERCEDED B
19803,04392046,THERMOSTAT ASSY. 180 DEGREES,POWER PROD,23503825
19804,04392047,SEAL RING 1.102''X1 .138'' TURBOCHARGER,POWER PROD,5104978
19805,04392048,GASKET-DO NOT RE-ORD ER---USE 042-67-162---,GENERIC,5100770 OLD NO
19806,04392048,GASKET-DO NOT RE-ORD ER---USE 042-67-162---,POWER PROD,8923492
19807,04392049,BRACKET TURBOCHARGER MOUNTING,POWER PROD,5107058
19808,04392050,GASKET TURBOCHARGER INLET CONNECTOR,GENERIC,23523346
19809,04392050,GASKET TURBOCHARGER INLET CONNECTOR,GENERIC,5102677   OLD #
19810,04392050,GASKET TURBOCHARGER INLET CONNECTOR,POWER PROD,23506227
19811,04392051,CLIP TURBOCHARGER OIL SUPPLY TUBE,POWER PROD,5103686
19812,04392054,HOSE TEFL TURBOCHARG ER OIL SUPPLY A-3756-1-STRATOF,POWER PROD,5103511
19813,04392055,ELBOW TURBOCHARGER A FTERCOOLER,POWER PROD,5102806
19814,04392056,BRACKET TURBOCHARGER INLET CONNECTOR,POWER PROD,5102678
19815,04392057,"AFTERCOOLER,TURBOCHARGER",POWER PROD,5101152
19816,04392058,SEAL RING AFTERCOOLE R TURBOCHARGER,POWER PROD,5101138
19817,04392059,BOLT-5/16-18 X 9/16 W/NYLON PATCH AFTERCL 100/BX,POWER PROD,5101196
19818,04392060,"ADAPTER,AIR INLET",POWER PROD,5107060
19819,04392063,COVER BLOWER STAMPED STEEL,POWER PROD,5100813
19820,04392070,CLAMP - AIR INTAKE HOSE,FLYER INDU,5926062
19821,04392075,AIR CLEANER ASSY,FLYER INDU,8210318      0
19822,04392076,ACTUATOR THROTTLE S60G,N.E.D.D.,23523732
19823,04392076,ACTUATOR THROTTLE S60G,WOODWARD,8235-229
19824,04392089,HOSE WATER PUMP TO INTAKE MANIFOLD,N.E.D.D.,23506325
19825,04392089,HOSE WATER PUMP TO INTAKE MANIFOLD,NEOPLAN,
19826,04392150,BELT POWER BAND SINGLE,GATES,5VX780
19827,04392151,BELT POWER BAND - 1 EQUALS SET WHICH IS 2 BELTS,GATES,5V1060/2( GATES )
19828,04392151,BELT POWER BAND - 1 EQUALS SET WHICH IS 2 BELTS,GATES CURRENT PN 5/20/16 PER NOVA,9785-0253
19829,04392151,BELT POWER BAND - 1 EQUALS SET WHICH IS 2 BELTS,NEOPART,QC0107068
19830,04392152,"BELT, ALT DRIVE T-TYPE",GOOD YEAR,745K12
19831,04392152,"BELT, ALT DRIVE T-TYPE",NEOPART,OK0103030
19832,04392153,"GASKET, SURGE TANK CAP",BURT CHEVR,2208174
19833,04392153,"GASKET, SURGE TANK CAP",NEOPART,AA0301034
19834,04392154,"GLASS, SIGHT",NEOPART,AA0301048
19835,04392154,"GLASS, SIGHT",OIL RITE,B1740-14
19836,04392155,ENGINE IDLER,LINNIG COR,SPR0026 - NO LONGER AVAILABLE 6.7.17
19837,04392155,ENGINE IDLER,NEOPART,LE0302153
19838,04392156,"PROBE, LOW COOLANT",N.E.D.D.,23520380
19839,04392156,"PROBE, LOW COOLANT",NEOPART,KL0303003
19840,04392158,"GASKET, PRESSURE RELIEF",NEOPART,AB0303049
19841,04392159,"ENGINE, MOUNT, REAR",LORD MECHA,J-21159-4
19842,04392159,"ENGINE, MOUNT, REAR",NEOPART,PV0102013
19843,04392160,"MOUNT, ENGINE, FRONT",LORD MECHA,SSB33-1000-4
19844,04392160,"MOUNT, ENGINE, FRONT",NEOPART,PV0102018
19845,04392162,FAN SHROUD,C.F. MAIER,NEO1057
19846,04392162,FAN SHROUD,NEOPART,QL1710011
19847,04392164,"RADIATOR CLOSEOUT, FRONT",NEOPART,QM0307076
19848,04392165,"RADIATOR CLOSEOUT, REAR",NEOPART,QM0307077
19849,04392166,"RADIATOR CLOSEOUT, TOP",NEOPART,QM0307078
19850,04392167,"RADIATOR CLOSEOUT, BOTTOM",NEOPART,QM0307079
19851,04392168,FAN CLUTCH (LINNIG CORP),LINNIG COR,LA1.2.0142Y (LINNIG)
19852,04392168,FAN CLUTCH (LINNIG CORP),NEOPART,QM0302030 - OBS 6.29.16
19853,04392169,"CLUTCH, VISCOUS",NEOPART,LE0302013
19854,04392169,"CLUTCH, VISCOUS",OEM,LA1.2.040
19855,04392169,"CLUTCH, VISCOUS",S.C.M.,LA1.2.040
19856,04392170,"PULLEY, FAN DRIVE, 5V,2GV,6.75 OD",NEOPART,ME0302018
19857,04392170,"PULLEY, FAN DRIVE, 5V,2GV,6.75 OD",NEOPART,ME0302018
19858,04392170,"PULLEY, FAN DRIVE, 5V,2GV,6.75 OD",OEM,07.756
19859,04392170,"PULLEY, FAN DRIVE, 5V,2GV,6.75 OD",OEM,07.756
19860,04392171,"GEAR BOX, ASSY",HUB CITY,0221-15388
19861,04392171,"GEAR BOX, ASSY",NEOPART,QM0302084
19862,04392171,"GEAR BOX, ASSY",OEM,0221-15388
19863,04392172,FAN ASSEMBLY,NEOPART,QM0305027
19864,04392173,FAN BLADE,AMERICAN C,368-500-38
19865,04392173,FAN BLADE,NEOPART,PV0302011
19866,04392174,"FLANGE, FAN",NEOPART,QM0302020
19867,04392175,DRIVESHAFT SLIP YOKE,NEOPART,QM0305028
19868,04392176,FAN DRIVESHAFT ASSEMBLY,NEOPART,QM0302105
19869,04392177,"CLUTCH, MOUNT ASSY",NEOPART,QM0307091
19870,04392178,"TUBE, INLET-TRANS COOLER (RAD SIDE)",NEOPART,QM0305015-001A
19871,04392179,"TUBE, INLET-TRANS COOLER (RAD SIDE)",NEOPART,QM0305015-001B
19872,04392180,"TUBE, OUTLET-TRANS COOLER (COOLER SIDE)",NEOPART,QM0305015-002A
19873,04392181,"TUBE, OUTLET-TRANS COOLER (COOLER SIDE)",NEOPART,QM0305015-002B
19874,04392182,"TUBE RETURN, ENGINE TO RADIATOR (ENGINE SIDE)",NEOPART,QM0305015-003A
19875,04392183,"TUBE RETURN, ENGINE TO RADIATOR (RADIATOR SIDE)",NEOPART,QM0305015-003B
19876,04392184,TUBE: INLET - CAC,NEOPART,QM0305017-001
19877,04392185,TUBE: OUTLET - CAC,NEOPART,QM0305017-002
19878,04392186,"BELT GUARD, RIGHT HAND",NEOPART,QM0107081-001
19879,04392187,"BELT GUARD, LEFT HAND",NEOPART,QM0107081-002
19880,04392188,"BELT GUARD, MOUNT FRAME ASSY",NEOPART,QM0107081-003
19881,04392189,"BELT GUARD, TUNNEL",NEOPART,PV0107127
19882,04392190,"HINGE, BELT GUARD, RIGHT HAND",NEOPART,PV0107082-002
19883,04392191,"HINGE, BELT GUARD, LEFT HAND",NEOPART,PV0107082-001
19884,04392192,"LOCK ASSY, BELT GUARD",NEOPART,QC0115005
19885,04392193,BELT TENSIONER ASSY,NEOPART,QM0115048
19886,04392194,BELT TENSIONER ARM ASSEMBLY,BROCKSOPP,21344
19887,04392194,BELT TENSIONER ARM ASSEMBLY,NEOPART,PC0117084-001
19888,04392195,"TENSIONER, BELT, ROTARY",FENNER DRI,RT2026
19889,04392195,"TENSIONER, BELT, ROTARY",NEOPART,PC0302053-001
19890,04392196,"IDLER, 5V, 2 GROOVE",LINNING,SPR0045
19891,04392196,"IDLER, 5V, 2 GROOVE",NEOPART,PC0302153
19892,04392196,"IDLER, 5V, 2 GROOVE",OEM,SPR00043
19893,04392197,TOUCH IDLER ASSEMBLY,NEOPART,PH0115047
19894,04392198,"BRACKET, TOUCH IDLER CURBSIDE",NEOPART,PV0302094
19895,04392199,"PULLEY, FAN DRIVE",LINNIG COR,07.660
19896,04392199,"PULLEY, FAN DRIVE",NEOPART,LE0302018
19897,04392200,"ORDER S/N 04361023 / CAP, SURGE TANK",NEOPART,AA0301035
19898,04392200,"ORDER S/N 04361023 / CAP, SURGE TANK",STEW&STEVE,850745
19899,04392201,O-RING POWER STEERING RESERVOIR,NEOPART,JL0106029-002
19900,04392201,O-RING POWER STEERING RESERVOIR,OEM,Q66250
19901,04392202,SPRING,NEOPART,JL0106029-006
19902,04392202,SPRING,OEM,Q63174
19903,04392203,RETAINER,NEOPART,JL0106029-007
19904,04392203,RETAINER,OEM,Q62984
19905,04392204,"BULB, SIGHT GLASS",NELSON DIV,Q71018
19906,04392204,"BULB, SIGHT GLASS",NEOPART,JL0106029-009
19907,04392205,"O-RING, SIGHT GLASS",NELSON DIV,Q 58550
19908,04392205,"O-RING, SIGHT GLASS",NEOPART,JL0106029-010
19909,04392205,"O-RING, SIGHT GLASS",NEW FLYER,6303157
19910,04392206,"KIT, SEALING POWER STEERING PUMP",NEOPART,NM0106001-018
19911,04392206,"KIT, SEALING POWER STEERING PUMP",SUNSO/WARR,14013775
19912,04392207,SMALL COMP SET,NEOPART,NM0106001-019
19913,04392207,SMALL COMP SET,SUNSO/WARR,14013807
19914,04392208,"ORDER S/N 04290065 - KIT, TREADLE PIN",NEOPART,EL0108066-003
19915,04392208,"ORDER S/N 04290065 - KIT, TREADLE PIN",WILLIAMS,130553 - OLD 6.1.16
19916,04392208,"ORDER S/N 04290065 - KIT, TREADLE PIN",WILLIAMS,133304 - CURRENT
19917,04392209,"ORDER 04561224 - KIT, ROLLER",AIR-OIL SY,131139
19918,04392209,"ORDER 04561224 - KIT, ROLLER",NEOPART CURRENT PN 4/24/12,KZ0108066-022
19919,04392209,"ORDER 04561224 - KIT, ROLLER",NEOPART OLD PN,EL0108066-066
19920,04392210,"KIT, SENSOR",NEOPART,KZ0108066-023
19921,04392210,"KIT, SENSOR",OEM,132035
19922,04392211,"KIT, TREADLE ASSY",NEOPART,KZ0108066-024
19923,04392211,"KIT, TREADLE ASSY",OEM,351145
19924,04392212,ALTERNATOR NEIHOFF 24 VOLT 450 AMP (BUY FOR COMP EXCH ONLY),A1 BATTERY,
19925,04392212,ALTERNATOR NEIHOFF 24 VOLT 450 AMP (BUY FOR COMP EXCH ONLY),NEIHOFF,C802
19926,04392214,VOLTAGE REGULATOR NEOPLAN,NEIHOFFER,A2-318
19927,04392214,VOLTAGE REGULATOR NEOPLAN,NEOPART,OQ0103001-001
19928,04392215,"PULLEY, ALTERNATOR",NEOPART,OK0103001-001
19929,04392217,24 VOLT 50 AMP STARTER RELAY,69724,AH1505048
19930,04392217,24 VOLT 50 AMP STARTER RELAY,NEOPART,AH1505048
19931,04392218,STARTER NEOPLAN 60 FT (MITSUBISHI),PREVOST,510752
19932,04392219,FAN DRIVE BELT DMA,GATES,RV850
19933,04392219,FAN DRIVE BELT DMA,NEOPLN,ME0107052
19934,04392220,"OIL LINE, FEED, TURBO",N.E.D.D.,23513187
19935,04392221,CHAIN W/ RING,NEOPLN,PV0107128
19936,04392222,SPLIT RING,NEOPLN,PV0107129
19937,04392223,"HITCH PIN W/ CLIP ( 3/8"" X 4"" )",NEOPLN,PV0107131
19938,04392224,FUEL LINE (DMA),DD,23532309
19939,04392225,RIGHT HAND BELT GUARD HINGE ASSEMBLY,NEOPLAN,RJ 0115003
19940,04392225,RIGHT HAND BELT GUARD HINGE ASSEMBLY,UNKNOWN,UNKNOWN
19941,04392226,LEFT HAND BELT GUARD HINGE ASSEMBLY,NEOPLAN,QC 0115005
19942,04392226,LEFT HAND BELT GUARD HINGE ASSEMBLY,UNKNOWN,UNKNOWN
19943,04392227,KEY,Neihoff,A9-509
19944,04392227,KEY,NEOPLAN,
19945,04392228,FAN GUARD,Neihoff,A6-120
19946,04392228,FAN GUARD,NEOPLAN,
19947,04392229,FAN,Neihoff,A3-003
19948,04392229,FAN,NEOPLAN,
19949,04392230,SPIRAL RING,Neihoff,A9-571
19950,04392230,SPIRAL RING,NEOPLAN,
19951,04392231,BEVELED RETAINING RING,Neihoff,A9-508
19952,04392231,BEVELED RETAINING RING,NEOPLAN,
19953,04392232,"HOUSING, D.E.",Neihoff,A5-524
19954,04392232,"HOUSING, D.E.",NEOPLAN,
19955,04392233,"BEARING, D.E.",Neihoff,A9-218
19956,04392234,FLAT RETAINING RING,Neihoff,A9-507
19957,04392234,FLAT RETAINING RING,NEOPLAN,
19958,04392235,"SPIRAL RING, D.E.",Neihoff,A9-555
19959,04392235,"SPIRAL RING, D.E.",NEOPLAN,
19960,04392236,"RING CARRIER, D.E.",Neihoff,A9-531
19961,04392236,"RING CARRIER, D.E.",NEOPLAN,
19962,04392237,ROTOR,Neihoff,A7-317
19963,04392237,ROTOR,NEOPLAN,
19964,04392238,SHAFT / CORE,Neihoff,A7-415
19965,04392238,SHAFT / CORE,NEOPLAN,
19966,04392239,"RING CARRIER, A.D.E.",Neihoff,A9-530
19967,04392239,"RING CARRIER, A.D.E.",NEOPLAN,
19968,04392240,"SPIRAL RING, A.D.E.",Neihoff,A9-572
19969,04392240,"SPIRAL RING, A.D.E.",NEOPLAN,
19970,04392241,STATOR WEDGE,Neihoff,A9-631
19971,04392241,STATOR WEDGE,NEOPLAN,
19972,04392242,"STATOR, D.E.",Neihoff,A7-001
19973,04392242,"STATOR, D.E.",NEOPLAN,
19974,04392243,FIELD COIL,Neihoff,A7-231
19975,04392243,FIELD COIL,NEOPLAN,
19976,04392244,"STATOR, A.D.E.",Neihoff,A7-002
19977,04392244,"STATOR, A.D.E.",NEOPLAN,
19978,04392245,"STUD, THROUGH",Neihoff,A9-534
19979,04392245,"STUD, THROUGH",NEOPLAN,
19980,04392246,"O-RING, A.D.E HOUSING",Neihoff,A9-573
19981,04392246,"O-RING, A.D.E HOUSING",NEOPLAN,
19982,04392247,"HOUSING, A.D.E.",Neihoff,A5-328
19983,04392247,"HOUSING, A.D.E.",NEOPLAN,
19984,04392248,"BEARING , A.D.E. ( NEIOFF )",NEIHOFF,A9-219
19985,04392249,REGULATOR HARNESS,Neihoff,A9-416
19986,04392249,REGULATOR HARNESS,Neihoff,A9-416
19987,04392249,REGULATOR HARNESS,NEOPLAN,
19988,04392249,REGULATOR HARNESS,NEOPLAN,
19989,04392250,RECTIFIER HOUSING,Neihoff,A5-303
19990,04392250,RECTIFIER HOUSING,NEOPLAN,
19991,04392251,OUTPUT STUD,Neihoff,A9-015
19992,04392251,OUTPUT STUD,NEOPLAN,
19993,04392252,DIODE MODULE,Neihoff,A9-560
19994,04392252,DIODE MODULE,NEOPLAN,
19995,04392253,INNER LOOP WIRE,Neihoff,A9-415
19996,04392253,INNER LOOP WIRE,NEOPLAN,
19997,04392254,OUTER LOOP WIRE,Neihoff,A9-414
19998,04392254,OUTER LOOP WIRE,NEOPLAN,
19999,04392255,""" L"" LINK",Neihoff,A9-849
20000,04392255,""" L"" LINK",NEOPLAN,
20001,04392256,""" T"" LINK",Neihoff,A9-850
20002,04392256,""" T"" LINK",NEOPLAN,
20003,04392257,""" V"" LINK",Neihoff,A9-848
20004,04392257,""" V"" LINK",NEOPLAN,
20005,04392258,"SWITCH , THERMAL - (NEIHOFF) NEO",NEIHOFF,A9-464
20006,04392258,"SWITCH , THERMAL - (NEIHOFF) NEO",NEOPLAN,
20007,04392259,PC BOARD,Neihoff,A2-602
20008,04392259,PC BOARD,NEOPLAN,
20009,04392260,"CABLE CLAMP, TOP",Neihoff,A9-623
20010,04392260,"CABLE CLAMP, TOP",NEOPLAN,
20011,04392261,"CABLE CLAMP, BOTTOM",Neihoff,A4-112
20012,04392261,"CABLE CLAMP, BOTTOM",NEOPLAN,
20013,04392262,SMALL PARTS PACKAGE ( NEIHOFF ),NEIHOFF,A9-134
20014,04392263,"EXHAUST MANIFOLD, LEFT, NEOPLAN CNG, SERIES 60G",N.E.D.D.,23521702
20015,04392263,"EXHAUST MANIFOLD, LEFT, NEOPLAN CNG, SERIES 60G",NEOPLAN,
20016,04392264,"EXHAUST MANIFOLD, CENTER, NEOPLAN CNG, SERIES 60G",N.E.D.D.,23523406
20017,04392264,"EXHAUST MANIFOLD, CENTER, NEOPLAN CNG, SERIES 60G",NEOPLAN,
20018,04392265,"EXHAUST MANIFOLD, RIGHT, NEOPLAN CNG, SERIES 60G",N.E.D.D.,23523717
20019,04392265,"EXHAUST MANIFOLD, RIGHT, NEOPLAN CNG, SERIES 60G",NEOPLAN,
20020,04392266,"C5 PISTON, REPLACES 29503035 PER BULLETIN 27-WT-0",ALLISON,29544956
20021,04392266,"C5 PISTON, REPLACES 29503035 PER BULLETIN 27-WT-0",NEOPLAN,
20022,04392267,C5 RETURN SPRING ASM. REPLACES 29503036 PER 27-WT-,ALLISON,29544958
20023,04392267,C5 RETURN SPRING ASM. REPLACES 29503036 PER 27-WT-,NEOPLAN,
20024,04393001,"PUMP, COOLING",MCCLEMORE,45HB25035
20025,04393001,"PUMP, COOLING",NEOPLAN,RA0303195
20026,04393002,"ISOLATOR, RUBBER",LORD,CBA12100
20027,04393002,"ISOLATOR, RUBBER",NEOPLAN,RA0106040
20028,04393004,"MOUNTS, CENTER BONDED",LORD,CB11212
20029,04393004,"MOUNTS, CENTER BONDED",NEOPLAN,CJ0303103
20030,04393005,TURNBUCKLE,AURORA,CL-8S-2
20031,04393005,TURNBUCKLE,NEOPLAN,AA5045034
20032,04393006,"MOUNT, CENTER-BONDED ( LORD ) NEO",LORD,CBA20-300-50
20033,04393006,"MOUNT, CENTER-BONDED ( LORD ) NEO",NEOPLAN,AA0307150
20034,04393007,PULLEY,LINNIG,7.66
20035,04393007,PULLEY,NEOPLAN,LE0302018
20036,04393009,"ILDER PULLEY, 5V 2-GROOVE",LINNIG,SPR00043
20037,04393009,"ILDER PULLEY, 5V 2-GROOVE",NEOPLAN,PC0302153
20038,04393010,"KEY, WOODRUFF 1/4"" X",HUB CITY,8-47-17-06-005
20039,04393010,"KEY, WOODRUFF 1/4"" X",NEOPLAN,OR0302084-021
20040,04393011,"ORDER 04394082 - ELBOW, 45 RUBBER (2 1/2"" ID)",GRIFFITH,10030
20041,04393011,"ORDER 04394082 - ELBOW, 45 RUBBER (2 1/2"" ID)",NEOPLAN,AA5044516
20042,04393012,"TENSIONER, BELT",LOVEJOY,SE27
20043,04393012,"TENSIONER, BELT",NEOPLAN,JS0302053
20044,04393013,"TENSIONER, BELT",NEOPLAN,REV B
20045,04393013,"TENSIONER, BELT",NEOPLAN,RQ0302179
20046,04393014,"GLASS, SIGHT",NEOPLAN,RC0301046
20047,04393014,"GLASS, SIGHT",OIL-RITE,B-1740-17
20048,04393016,"VALVE, PRESSURE RELIEF",G. M. CORP,2081692
20049,04393016,"VALVE, PRESSURE RELIEF",MUNCIE,295196
20050,04393016,"VALVE, PRESSURE RELIEF",NEOPLAN,BJ0101028
20051,04393017,"VALVE, PRESSURE RELIEF",AC DELCO,RC53
20052,04393017,"VALVE, PRESSURE RELIEF",FLUID PWR,850515
20053,04393017,"VALVE, PRESSURE RELIEF",GM,25060187
20054,04393017,"VALVE, PRESSURE RELIEF",MCI,6L-8-1152
20055,04393017,"VALVE, PRESSURE RELIEF",NEOPLAN,AV0303014
20056,04393019,"PUMP, WATER",NEOPLAN,RC0303186
20057,04393019,"PUMP, WATER",SHUR FLO,2088-474-144
20058,04393020,"PUMP, COOLING",NEOPLAN,RA0303195
20059,04393021,"BRACKET ASSY, PUMP",NEOPLAN,RA0306022-004
20060,04393022,"MANIFOLD BLOCK, GENERATOR",NEOPLAN,RA1410346-002
20061,04393023,"RETURN BLOCK, GENERATOR",NEOPLAN,RA1410346-003
20062,04393024,"N/A - TUBE, COOLING PUMP OUTLET",NEOPLAN,RA0116037-025
20063,04393025,"N/A -TUBE, GENERATOR OUTLET",NEOPLAN,RA0116037-026
20064,04393026,"N/A -TUBE, GENERATOR RETURN",NEOPLAN,RA0116037-027
20065,04393027,"ADAPTER, 90' (1 1/4"" T X 1 1/4"" M )",NEOPLAN,AA5016077
20066,04393028,ADAPTER ( 2039 - 20 - 20S ),NEOPLAN,AA5016543
20067,04393029,ADAPTER ( 2081 - 32 - 20S ),NEOPLAN,AA5053141
20068,04393030,ADAPTER ( 2021 - 20 20S ),NEOPLAN,AA5016094
20069,04393031,"BRACKET, MOTOR MOUNT",NEOPLAN,RA0306022-006
20070,04393032,"BRACKET, PUMP SUPPORT",NEOPLAN,RA0306022-007
20071,04393033,"TUBE, PUMP MOUNTING",NEOPLAN,RA0306022-008
20072,04393034,"PLATE, END CAP",NEOPLAN,RA0306022-009
20073,04393035,"DUCT HOSE ( 5"" ID X 1.7' )",NEOPLAN,AA5044515
20074,04393036,BRACKET CLUTCH,NEOPLAN,RA0307091
20075,04393037,SHAFT,NEOPLAN,RA0302105
20076,04393038,SHROUD,NEOPLAN,RA1710011
20077,04393039,HUB,NEOPLAN,QM0302020
20078,04393042,"PLATE, ISOLATION",NEOPLAN,AA5040950
20079,04393043,"KEY, MACHINE ( 1/4"" X 5/16 X 1.875 )",NEOPART,AA5003955
20080,04393044,"KEY, MACHINE SQUARE ( 1/4"" X 1.875 )",NEOPART,AA5031030
20081,04393045,RADIATOR/ CAC ASSY,NEOPLAN,RA0301001
20082,04393046,RADIATOR ONLY,NEOPLAN,RA0301001-001
20083,04393046,RADIATOR ONLY,YOUNG TOUCHSTONE,407537
20084,04393046,RADIATOR ONLY,YOUNG TOUCHSTONE,RA0301001-001
20085,04393047,"RADIATOR TANK ASSEMBLY, LEFT HAND",NEOPLAN,RA0301001-003
20086,04393048,"RADIATOR TANK ASSEMBLY, RIGHT HAND",NEOPLAN,RA0301001-004
20087,04393049,"TUBE ASSY, RAD. TO ENGINE",NEOPLAN,RA0305015-001
20088,04393050,"TUBE ASSY, ENGINE TO RAD.",NEOPLAN,RA0305015-002
20089,04393051,"ELBOW, 45' RUBBER ( 2 1/2"" ID )",NEOPLAN,AA5044516
20090,04393052,"VALVE, SHUTOFF",NEOPLAN,AA5014752
20091,04393053,"TUBE ASSY, TURBO TO CAC",NEOPLAN,RA0305017-001
20092,04393054,"TUBE ASSY, CAC TO INTAKE MANIFOLD",NEOPLAN,RA0305017-002
20093,04393055,"CLAMP, CONSTANT TORQUE",NEOPLAN,AA5008717
20094,04393056,"BELT, POWER BAND",NEOPLAN,ME0107052
20095,04393058,"BRACKET, BELT TENSIONER",NEOPLAN,RA0117074
20096,04393059,BELT GUARD ASSY,NEOPLAN,RA0107081
20097,04393060,"BRACKET, BELT GUARD, LEFT HAND",NEOPLAN,RA0107081-015
20098,04393061,"BRACKET, BELT GUARD, RIGHT HAND",NEOPLAN,RA0107081-014
20099,04393062,"BELT GUARD, ADDITIONAL",NEOPLAN,RA0107081-017
20100,04393063,"SURGE TANK, GENERATOR",NEOPLAN,RA0301042-001
20101,04393064,"SURGE TANK, ENGINE",NEOPLAN,RA0301042-002
20102,04393065,"ADAPTER, MALE ( 1/4"" T",NEOPLAN,AA5016005
20103,04393066,"ADAPTER, MALE ( 3/4"" T X 1/2"" MPT )",NEOPLAN,AA5016011
20104,04393067,"ADAPTER, MALE ( 1 1/4"" T X 1 1/4"" MPT )",NEOPLAN,AA5016094
20105,04393068,"ADAPTER, MALE ( 1 1/2"" T X 1 1/2"" MPT )",NEOPLAN,AA5016814
20106,04393069,"NUTSERT ( 1/4"" - 20 )",NEOPLAN,AA5024001
20107,04393070,CLAMP DPF,N.E.D.D.,23532791
20108,04393071,"O-RING, SECONDARY POWER STEERING PUMP",NEOPLN,QN0106003-005
20109,04393071,"O-RING, SECONDARY POWER STEERING PUMP",ZF,0634316304
20110,04393072,GUAGE AIR PRESSURE - ELECTRIC AIR COMPRESSOR,COMP AIR,56391
20111,04393073,"FUEL LINE, FILTER TO FUEL PUMP, DMA",N.E.D.D.,23530109
20112,04393074,"MOUNT, GAS SPRING",NEOPART,RA2302215
20113,04393075,"RING SEAL, FITS TURBO OUTLET ELBOW, DMA",DETROIT DI,23508408
20114,04393075,"RING SEAL, FITS TURBO OUTLET ELBOW, DMA",NEOPLAN,
20115,04393076,"GASKET, EGR TO EXHAUST MANIFOLD",DETROIT DI,23533210
20116,04393076,"GASKET, EGR TO EXHAUST MANIFOLD",NEOPLAN,
20117,04393077,"CLAMP, EGR VALVE TO MANIFOLD AT BELLOWS",DETROIT DI,23537128
20118,04393077,"CLAMP, EGR VALVE TO MANIFOLD AT BELLOWS",NEOPLAN,
20119,04393078,"CONTROL VALVE, SECOND GENERATION, TWIN TOWER DRIER",CHICAGO RA,619925-00
20120,04393078,"CONTROL VALVE, SECOND GENERATION, TWIN TOWER DRIER",NEOPLAN,
20121,04393079,"PETCOCK 1/4"" RADIATOR",,
20122,04393079,"PETCOCK 1/4"" RADIATOR",NEOPLAN,RA0301001-006
20123,04393080,"PETCOCK 3/8 "" RADIATOR",,
20124,04393080,"PETCOCK 3/8 "" RADIATOR",NEOPLAN,RA0301001-007
20125,04393083,"MALE CONNECTOR, DMA, AIR INLET CHECK VALVE",NEOPLAN,
20126,04393083,"MALE CONNECTOR, DMA, AIR INLET CHECK VALVE",PARKER,16M27F80MXS
20127,04393084,"SWIVEL NUT, 45 DEG. ELBOW, DMA, AIR INLET CHECK VA",NEOPLAN,
20128,04393084,"SWIVEL NUT, 45 DEG. ELBOW, DMA, AIR INLET CHECK VA",PARKER,16 V6X-S
20129,04393085,"EXHAUST FLEXABLE COUPLING, VIBOL",NABI,634-3356
20130,04393085,"EXHAUST FLEXABLE COUPLING, VIBOL",VIBOL,127-305-SCA-S09-S09
20131,04393086,"AIR LINE, V-POD TO TURBO, DMA",DETROIT DI,23530895
20132,04393086,"AIR LINE, V-POD TO TURBO, DMA",NEOPLAN,
20133,04394081,FUEL FILTER DIESEL WEBASTO (AUXILLARY),FLEETGUARD,FF104
20134,04394081,FUEL FILTER DIESEL WEBASTO (AUXILLARY),NEW FLYER,6339794
20135,04395001,"(USE#02688309) HOSE,HUMP",CUMMINS,3071049
20136,04395001,"(USE#02688309) HOSE,HUMP",NEW FLYER,6333802
20137,04395001,"(USE#02688309) HOSE,HUMP",UNIVERSAL,9L-3-103
20138,04395002,"CLAMP, HUMP HOSE,AIR COOLER N/F",CUMMINS,3926704
20139,04395002,"CLAMP, HUMP HOSE,AIR COOLER N/F",NEW FLYER,6333803
20140,04395003,ELBOW.RAD/TRANSCLR N/F DIESEL,CHASE WALT,CWE70322
20141,04395003,ELBOW.RAD/TRANSCLR N/F DIESEL,CHASEVWALT (NLA PER MUNCIE),CWE70322
20142,04395003,ELBOW.RAD/TRANSCLR N/F DIESEL,NEW FLYER,028889
20143,04395003,ELBOW.RAD/TRANSCLR N/F DIESEL,POLAR BEAR (OEM),028889
